date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-02-19,-9,-19,0.4,3.8,1,36,08:51 AM,No moonset,07:50 AM,05:58 PM,-14,-21,-14,-21,31,81,97,0.5,1016,-9,7,221,17,Samara
2010-02-20,-2,-7,1.9,5.3,1,43,09:11 AM,12:25 AM,07:48 AM,06:00 PM,-5,-11,-5,-11,31,100,97,4.1,1012,-2,3,225,20,Samara
2010-02-21,-12,-14,2.8,5.3,1,50,09:38 AM,01:43 AM,07:46 AM,06:02 PM,-13,-22,-13,-22,35,100,97,9.2,1012,-12,1,69,23,Samara
2010-02-22,-5,-12,3.7,5.3,1,57,10:14 AM,02:58 AM,07:43 AM,06:04 PM,-7,-15,-7,-15,38,100,97,5.6,1007,-5,4,96,25,Samara
2010-02-23,-6,-7,5.4,5.3,1,63,11:06 AM,04:06 AM,07:41 AM,06:06 PM,-6,-12,-6,-12,33,100,97,7.3,1008,-6,3,95,22,Samara
2010-02-24,-6,-7,2.8,5.3,1,70,12:15 PM,05:02 AM,07:39 AM,06:07 PM,-7,-12,-7,-12,20,100,96,3.3,1012,-6,3,40,13,Samara
2010-02-25,-7,-15,0.0,10.0,1,77,01:39 PM,05:45 AM,07:37 AM,06:09 PM,-10,-14,-10,-14,15,72,98,0.0,1016,-7,3,177,8,Samara
2010-02-26,-4,-14,0.2,5.4,1,84,03:11 PM,06:16 AM,07:35 AM,06:11 PM,-9,-11,-9,-11,9,84,98,0.2,1022,-4,3,236,5,Samara
2010-02-27,-3,-10,0.3,5.4,1,90,04:44 PM,06:39 AM,07:32 AM,06:13 PM,-6,-10,-6,-10,17,92,97,0.3,1025,-3,6,198,11,Samara
2010-02-28,-9,-19,0.0,10.9,1,97,06:16 PM,06:58 AM,07:30 AM,06:15 PM,-14,-19,-14,-19,16,53,97,0.0,1026,-9,1,214,8,Samara
2010-03-01,-8,-21,0.0,7.0,1,96,07:47 PM,07:15 AM,07:28 AM,06:17 PM,-14,-19,-14,-19,15,53,97,0.0,1028,-8,1,161,8,Samara
2010-03-02,-5,-13,0.0,5.5,1,89,09:16 PM,07:31 AM,07:26 AM,06:19 PM,-9,-14,-8,-14,24,92,96,0.0,1025,-5,7,152,15,Samara
2010-03-03,-1,-4,1.0,5.5,1,82,10:44 PM,07:47 AM,07:23 AM,06:21 PM,-3,-8,-3,-8,24,100,97,1.2,1019,-1,6,167,15,Samara
2010-03-04,-5,-8,0.3,8.6,1,76,No moonrise,08:06 AM,07:21 AM,06:23 PM,-6,-11,-5,-11,23,73,97,0.3,1018,-5,9,138,15,Samara
2010-03-05,-2,-7,3.7,5.5,1,69,12:09 AM,08:30 AM,07:19 AM,06:24 PM,-5,-9,-4,-9,21,89,97,4.3,1013,-2,4,222,13,Samara
2010-03-06,-5,-22,0.0,7.1,1,62,01:29 AM,09:01 AM,07:16 AM,06:26 PM,-12,-15,-12,-15,11,58,98,0.0,1021,-5,1,147,6,Samara
2010-03-07,-2,-11,1.4,5.6,1,55,02:39 AM,09:42 AM,07:14 AM,06:28 PM,-7,-11,-6,-11,20,93,97,1.6,1017,-2,6,57,12,Samara
2010-03-08,-2,-6,10.0,5.6,1,49,03:38 AM,10:32 AM,07:12 AM,06:30 PM,-4,-9,-4,-9,27,100,97,13.8,1007,-2,2,222,17,Samara
2010-03-09,-8,-14,0.5,5.6,1,42,04:22 AM,11:34 AM,07:09 AM,06:32 PM,-10,-17,-9,-17,36,88,96,1.1,1015,-8,7,294,22,Samara
2010-03-10,-5,-14,0.1,5.6,1,35,04:56 AM,12:41 PM,07:07 AM,06:34 PM,-10,-15,-10,-15,19,83,98,0.1,1019,-5,4,234,11,Samara
2010-03-11,-2,-10,1.1,5.7,1,28,05:21 AM,01:52 PM,07:04 AM,06:36 PM,-6,-12,-6,-12,34,82,96,1.9,1014,-2,6,265,21,Samara
2010-03-12,-1,-12,0.0,5.7,1,22,05:40 AM,03:03 PM,07:02 AM,06:37 PM,-6,-11,-5,-11,34,70,96,0.1,1018,-1,10,207,20,Samara
2010-03-13,0,-5,3.5,5.7,1,15,05:55 AM,04:13 PM,07:00 AM,06:39 PM,-2,-8,-2,-8,36,100,97,4.1,1005,0,5,187,23,Samara
2010-03-14,-0,-3,1.0,5.9,1,8,06:08 AM,05:24 PM,06:57 AM,06:41 PM,-2,-7,-2,-7,25,100,97,1.2,1002,-0,6,227,16,Samara
2010-03-15,-2,-4,2.6,5.9,1,1,06:20 AM,06:34 PM,06:55 AM,06:43 PM,-3,-9,-3,-9,30,94,96,3.1,1005,-2,5,228,19,Samara
2010-03-16,0,-11,5.0,6.0,1,6,06:32 AM,07:46 PM,06:52 AM,06:45 PM,-5,-10,-4,-10,30,96,97,6.8,1006,0,3,205,19,Samara
2010-03-17,-7,-14,0.2,6.0,1,12,06:45 AM,08:59 PM,06:50 AM,06:47 PM,-10,-16,-10,-16,22,67,97,0.2,1011,-7,9,258,12,Samara
2010-03-18,-7,-24,0.3,11.6,1,19,07:00 AM,10:14 PM,06:48 AM,06:49 PM,-14,-19,-14,-19,14,41,97,0.3,1021,-7,3,264,8,Samara
